Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
45.0,Master's,4.0,Retail,Sales Associate,Medium,Mid,50.0,42.0,94.0,Medium,2.0,6.0,46.0,22.0,Medium
31.0,Master's,10.0,Education,Academic Coordinator,Medium,Mid,76.0,28.0,74.0,Medium,3.0,7.0,38.0,20.0,Medium
35.0,Bachelor's,11.0,IT,Software Engineer,Medium,Entry,93.0,18.0,76.0,High,8.0,30.0,45.0,75.0,High
59.0,Bachelor's,14.0,Manufacturing,Production Supervisor,Medium,Entry,69.0,25.0,40.0,Medium,5.0,11.0,38.0,22.0,High
29.0,High School,8.0,Telecom,Network Engineer,Small,Mid,61.0,42.0,74.0,Medium,5.0,14.0,43.0,20.0,Medium
35.0,Master's,14.0,Logistics,Dispatcher,Medium,Mid,71.0,27.0,80.0,Medium,2.0,6.0,64.0,22.0,High
54.0,Master's,3.0,Healthcare,Medical Assistant,Large,Entry,61.0,32.0,70.0,Low,2.0,5.0,27.0,3.0,Medium
26.0,High School,5.0,Logistics,Supply Chain Analyst,Large,Mid,61.0,38.0,50.0,Medium,5.0,12.0,32.0,26.0,High
39.0,Master's,1.0,Manufacturing,Production Supervisor,Small,Mid,85.0,35.0,89.0,High,5.0,30.0,77.0,67.0,High
57.0,Bachelor's,8.0,Healthcare,Medical Assistant,Large,Entry,83.0,1.0,91.0,Medium,4.0,9.0,60.0,10.0,High
60.0,Master's,11.0,IT,ML Engineer,Large,Entry,66.0,34.0,91.0,Medium,3.0,6.0,48.0,10.0,Medium
46.0,PhD,9.0,Retail,Inventory Analyst,Small,Mid,63.0,24.0,75.0,Medium,3.0,12.0,61.0,6.0,Medium
26.0,Master's,5.0,Education,Research Assistant,Small,Entry,48.0,50.0,52.0,Low,2.0,4.0,39.0,3.0,Medium
30.0,Master's,6.0,Logistics,Warehouse Manager,Small,Entry,53.0,62.0,89.0,Medium,4.0,9.0,47.0,27.0,Medium
39.0,Bachelor's,10.0,Healthcare,Medical Assistant,Medium,Entry,21.0,73.0,21.0,Low,2.0,0.0,17.0,7.0,Low
41.0,Bachelor's,14.0,Manufacturing,Operator,Medium,Mid,26.0,77.0,42.0,Low,2.0,3.0,16.0,5.0,Low
31.0,Bachelor's,1.0,Finance,Auditor,Small,Entry,69.0,31.0,78.0,Medium,2.0,6.0,49.0,20.0,High
24.0,Bachelor's,3.0,Telecom,Network Engineer,Medium,Mid,73.0,11.0,45.0,Medium,2.0,13.0,50.0,10.0,High
40.0,Bachelor's,8.0,Manufacturing,Operator,Medium,Senior,44.0,41.0,49.0,Low,1.0,3.0,28.0,3.0,Medium
24.0,Bachelor's,0.0,Retail,Inventory Analyst,Medium,Entry,15.0,84.0,73.0,Low,1.0,3.0,10.0,3.0,Medium
51.0,Bachelor's,5.0,Telecom,Operations Analyst,Medium,Entry,75.0,15.0,91.0,Low,1.0,3.0,49.0,2.0,High
30.0,Master's,9.0,IT,ML Engineer,Small,Entry,83.0,15.0,47.0,Medium,3.0,12.0,59.0,5.0,High
42.0,Master's,12.0,Telecom,Network Engineer,Small,Entry,33.0,47.0,26.0,Low,1.0,5.0,32.0,6.0,Medium
21.0,Bachelor's,0.0,Education,Research Assistant,Medium,Entry,32.0,67.0,88.0,Medium,4.0,11.0,17.0,19.0,Low
59.0,Bachelor's,11.0,Education,Teacher,Large,Mid,74.0,31.0,67.0,Medium,5.0,10.0,61.0,18.0,Medium
28.0,High School,7.0,IT,ML Engineer,Medium,Entry,40.0,53.0,86.0,Low,2.0,1.0,25.0,7.0,Medium
44.0,Bachelor's,19.0,Finance,Accountant,Medium,Mid,94.0,18.0,34.0,High,9.0,24.0,47.0,49.0,High
46.0,PhD,9.0,Finance,Accountant,Large,Entry,23.0,81.0,41.0,Low,0.0,2.0,13.0,0.0,Low
55.0,Bachelor's,9.0,Logistics,Dispatcher,Small,Entry,38.0,40.0,22.0,Low,1.0,5.0,22.0,2.0,Medium
52.0,Master's,12.0,Telecom,Operations Analyst,Small,Mid,77.0,31.0,75.0,High,6.0,16.0,69.0,25.0,High
35.0,Master's,5.0,Education,Teacher,Medium,Mid,56.0,32.0,74.0,Medium,4.0,6.0,52.0,9.0,Medium
56.0,Bachelor's,14.0,Retail,Store Manager,Medium,Mid,32.0,45.0,94.0,Low,1.0,1.0,19.0,0.0,Low
41.0,Bachelor's,0.0,Manufacturing,Operator,Small,Mid,50.0,62.0,50.0,Medium,4.0,13.0,40.0,21.0,High
31.0,Bachelor's,10.0,Education,Teacher,Medium,Mid,64.0,35.0,79.0,Low,2.0,2.0,61.0,5.0,Medium
49.0,Bachelor's,6.0,Logistics,Warehouse Manager,Medium,Mid,62.0,43.0,56.0,Medium,3.0,7.0,38.0,24.0,Medium
26.0,Bachelor's,5.0,Education,Research Assistant,Medium,Mid,19.0,77.0,20.0,Low,2.0,5.0,13.0,7.0,Low
53.0,Master's,10.0,Telecom,Support Specialist,Large,Mid,38.0,48.0,90.0,Low,0.0,1.0,23.0,5.0,Low
41.0,Master's,12.0,IT,Software Engineer,Large,Entry,20.0,74.0,27.0,Low,1.0,4.0,10.0,0.0,Low
26.0,Bachelor's,5.0,Telecom,Support Specialist,Medium,Entry,37.0,72.0,47.0,Low,2.0,4.0,27.0,4.0,Medium
24.0,High School,3.0,Telecom,Network Engineer,Large,Mid,57.0,27.0,53.0,Low,0.0,1.0,49.0,2.0,High
51.0,Bachelor's,9.0,IT,Software Engineer,Medium,Mid,76.0,21.0,88.0,Medium,3.0,13.0,59.0,26.0,Medium
40.0,Bachelor's,8.0,Telecom,Network Engineer,Medium,Mid,38.0,65.0,49.0,Low,0.0,5.0,35.0,3.0,Medium
57.0,Bachelor's,11.0,Manufacturing,Quality Engineer,Large,Entry,13.0,87.0,57.0,Low,0.0,4.0,10.0,6.0,Low
36.0,Bachelor's,4.0,Manufacturing,Production Supervisor,Large,Senior,72.0,21.0,45.0,Medium,2.0,9.0,40.0,23.0,Medium
37.0,Master's,10.0,Manufacturing,Quality Engineer,Medium,Mid,58.0,32.0,48.0,Medium,3.0,7.0,38.0,21.0,Medium
23.0,Master's,2.0,Telecom,Operations Analyst,Small,Entry,18.0,82.0,32.0,Low,1.0,2.0,11.0,5.0,Low
46.0,Bachelor's,6.0,Retail,Store Manager,Medium,Entry,73.0,20.0,87.0,High,8.0,30.0,48.0,47.0,High
47.0,Bachelor's,9.0,Finance,Auditor,Medium,Entry,85.0,22.0,73.0,Medium,5.0,14.0,62.0,12.0,High
44.0,Master's,13.0,Finance,Auditor,Small,Mid,84.0,1.0,85.0,Medium,2.0,9.0,51.0,23.0,High
49.0,PhD,11.0,Healthcare,Nurse,Large,Entry,38.0,72.0,83.0,Low,0.0,5.0,36.0,6.0,Low
55.0,Bachelor's,11.0,Retail,Sales Associate,Small,Entry,40.0,72.0,44.0,Low,1.0,1.0,28.0,2.0,Medium
41.0,Master's,5.0,Logistics,Dispatcher,Medium,Entry,80.0,26.0,86.0,Medium,2.0,5.0,37.0,6.0,High
28.0,Bachelor's,7.0,Telecom,Network Engineer,Small,Entry,62.0,25.0,48.0,Low,0.0,1.0,30.0,8.0,High
38.0,Bachelor's,15.0,Logistics,Dispatcher,Small,Entry,49.0,33.0,66.0,Medium,5.0,5.0,28.0,15.0,Medium
51.0,Master's,12.0,IT,Data Analyst,Medium,Senior,44.0,49.0,58.0,Medium,4.0,8.0,31.0,16.0,Low
60.0,High School,1.0,Retail,Store Manager,Medium,Mid,73.0,23.0,83.0,Medium,5.0,8.0,67.0,26.0,High
41.0,High School,2.0,Logistics,Warehouse Manager,Medium,Mid,77.0,20.0,88.0,High,10.0,26.0,55.0,52.0,High
31.0,Bachelor's,5.0,Manufacturing,Quality Engineer,Medium,Mid,46.0,49.0,56.0,Low,2.0,4.0,28.0,1.0,Medium
45.0,High School,13.0,Logistics,Warehouse Manager,Medium,Mid,19.0,73.0,35.0,Low,1.0,4.0,16.0,5.0,Medium
38.0,Master's,8.0,Telecom,Network Engineer,Medium,Entry,18.0,85.0,46.0,Low,1.0,0.0,15.0,8.0,Low
49.0,Bachelor's,12.0,Telecom,Network Engineer,Medium,Entry,89.0,19.0,83.0,High,8.0,23.0,70.0,68.0,High
42.0,Bachelor's,7.0,Telecom,Network Engineer,Small,Entry,75.0,23.0,35.0,Medium,3.0,12.0,55.0,21.0,High
36.0,Bachelor's,14.0,Telecom,Support Specialist,Medium,Mid,33.0,64.0,44.0,Low,2.0,2.0,25.0,9.0,Low
52.0,High School,7.0,Education,Research Assistant,Medium,Entry,75.0,18.0,81.0,High,8.0,27.0,34.0,49.0,Medium
45.0,Bachelor's,13.0,IT,ML Engineer,Small,Mid,59.0,46.0,27.0,Medium,2.0,11.0,27.0,16.0,Medium
26.0,Bachelor's,5.0,Logistics,Warehouse Manager,Medium,Mid,22.0,66.0,71.0,Low,0.0,1.0,21.0,8.0,Low
32.0,Master's,11.0,Manufacturing,Quality Engineer,Small,Senior,15.0,98.0,29.0,Low,1.0,1.0,8.0,5.0,Low
53.0,Bachelor's,2.0,Education,Research Assistant,Medium,Mid,58.0,31.0,93.0,Medium,5.0,7.0,55.0,29.0,Medium
42.0,Bachelor's,10.0,Manufacturing,Operator,Large,Entry,91.0,3.0,45.0,Medium,4.0,10.0,85.0,16.0,High
37.0,Bachelor's,0.0,Manufacturing,Operator,Medium,Senior,75.0,12.0,52.0,Medium,5.0,13.0,36.0,14.0,High
50.0,Master's,8.0,Retail,Sales Associate,Medium,Entry,16.0,80.0,71.0,Low,2.0,2.0,12.0,6.0,Low
54.0,Bachelor's,9.0,Education,Teacher,Medium,Entry,33.0,64.0,82.0,Low,0.0,2.0,30.0,6.0,Low
27.0,High School,6.0,Education,Teacher,Medium,Senior,67.0,28.0,73.0,Medium,2.0,13.0,57.0,27.0,Medium
34.0,Master's,5.0,Logistics,Dispatcher,Small,Senior,93.0,11.0,55.0,Medium,4.0,12.0,82.0,8.0,High
60.0,Bachelor's,9.0,Logistics,Warehouse Manager,Large,Entry,19.0,80.0,36.0,Low,0.0,1.0,15.0,3.0,Medium
25.0,Bachelor's,4.0,IT,Software Engineer,Small,Entry,60.0,25.0,71.0,Medium,2.0,11.0,36.0,11.0,Medium
57.0,Master's,13.0,Logistics,Warehouse Manager,Small,Senior,23.0,70.0,66.0,Low,1.0,1.0,18.0,3.0,Low
25.0,High School,4.0,Logistics,Warehouse Manager,Medium,Entry,84.0,12.0,33.0,Medium,2.0,14.0,66.0,19.0,High
26.0,Bachelor's,3.0,Logistics,Warehouse Manager,Small,Entry,23.0,83.0,69.0,Low,2.0,1.0,15.0,7.0,Low
34.0,Bachelor's,13.0,IT,Data Analyst,Small,Entry,36.0,66.0,31.0,Low,2.0,5.0,32.0,5.0,Medium
41.0,Bachelor's,7.0,Healthcare,Nurse,Medium,Entry,17.0,81.0,76.0,Low,2.0,2.0,15.0,5.0,Low
47.0,Bachelor's,2.0,Logistics,Warehouse Manager,Small,Entry,30.0,73.0,21.0,Low,0.0,5.0,19.0,8.0,Medium
27.0,Bachelor's,4.0,Logistics,Warehouse Manager,Medium,Entry,63.0,46.0,47.0,Medium,2.0,7.0,31.0,12.0,High
52.0,Bachelor's,10.0,Finance,Financial Analyst,Large,Mid,53.0,40.0,26.0,Low,0.0,5.0,33.0,7.0,Medium
34.0,High School,13.0,Logistics,Warehouse Manager,Small,Entry,34.0,69.0,50.0,Low,2.0,1.0,26.0,1.0,Medium
29.0,Master's,7.0,Retail,Sales Associate,Medium,Mid,67.0,35.0,35.0,Medium,5.0,10.0,43.0,24.0,High
29.0,Bachelor's,8.0,Finance,Accountant,Medium,Senior,52.0,38.0,27.0,Low,2.0,0.0,33.0,2.0,Medium
23.0,High School,2.0,Education,Academic Coordinator,Large,Entry,12.0,99.0,41.0,Low,1.0,4.0,6.0,7.0,Low
21.0,PhD,0.0,Retail,Inventory Analyst,Small,Entry,25.0,73.0,42.0,Low,2.0,2.0,17.0,3.0,Medium
22.0,Master's,1.0,Retail,Store Manager,Large,Mid,74.0,16.0,86.0,Medium,3.0,6.0,59.0,12.0,High
36.0,Master's,15.0,IT,Software Engineer,Large,Mid,60.0,39.0,41.0,Medium,3.0,9.0,51.0,22.0,Medium
28.0,Master's,7.0,IT,ML Engineer,Medium,Mid,84.0,20.0,26.0,High,7.0,24.0,52.0,62.0,Medium
27.0,Bachelor's,6.0,Manufacturing,Operator,Medium,Entry,77.0,40.0,94.0,Medium,3.0,14.0,48.0,16.0,High
56.0,Master's,6.0,IT,Data Analyst,Medium,Entry,50.0,49.0,82.0,Low,2.0,4.0,33.0,5.0,Medium
30.0,High School,4.0,Education,Academic Coordinator,Small,Mid,59.0,36.0,90.0,Low,0.0,1.0,53.0,5.0,Medium
35.0,Bachelor's,14.0,Education,Research Assistant,Medium,Mid,24.0,78.0,90.0,Low,0.0,2.0,23.0,4.0,Low
55.0,High School,18.0,Healthcare,Nurse,Large,Mid,29.0,83.0,80.0,Low,2.0,0.0,27.0,7.0,Low
41.0,Bachelor's,7.0,Manufacturing,Operator,Small,Mid,53.0,52.0,91.0,Low,0.0,4.0,35.0,9.0,Medium
44.0,High School,0.0,Manufacturing,Quality Engineer,Medium,Entry,20.0,79.0,64.0,Low,0.0,2.0,10.0,7.0,Medium
48.0,High School,14.0,Retail,Inventory Analyst,Medium,Mid,59.0,48.0,60.0,Medium,4.0,7.0,58.0,24.0,High
34.0,Bachelor's,2.0,Education,Research Assistant,Small,Mid,68.0,29.0,82.0,Medium,3.0,13.0,39.0,9.0,Medium
25.0,Master's,4.0,Telecom,Support Specialist,Large,Mid,81.0,24.0,92.0,High,6.0,23.0,65.0,30.0,Medium
34.0,Bachelor's,12.0,Retail,Sales Associate,Small,Mid,48.0,70.0,56.0,Low,0.0,2.0,37.0,9.0,Medium
58.0,Bachelor's,9.0,Healthcare,Nurse,Medium,Entry,35.0,50.0,82.0,Low,2.0,2.0,18.0,1.0,Low
49.0,High School,8.0,Healthcare,Medical Assistant,Medium,Mid,49.0,49.0,37.0,Low,2.0,4.0,32.0,8.0,Medium
29.0,High School,8.0,Telecom,Network Engineer,Large,Entry,82.0,0.0,60.0,Medium,2.0,6.0,43.0,25.0,High
31.0,Master's,5.0,IT,Software Engineer,Small,Senior,87.0,13.0,77.0,High,9.0,15.0,49.0,71.0,Low
35.0,Master's,10.0,Manufacturing,Quality Engineer,Small,Mid,64.0,30.0,23.0,Low,1.0,5.0,41.0,8.0,High
59.0,Master's,16.0,IT,ML Engineer,Small,Entry,75.0,15.0,77.0,Medium,4.0,9.0,65.0,29.0,Medium
34.0,Master's,5.0,Finance,Accountant,Small,Mid,32.0,74.0,94.0,Low,2.0,2.0,27.0,4.0,Low
33.0,Master's,2.0,IT,ML Engineer,Medium,Entry,55.0,43.0,82.0,Medium,4.0,9.0,33.0,16.0,Medium
21.0,Master's,0.0,Retail,Sales Associate,Small,Mid,20.0,58.0,64.0,Low,1.0,2.0,17.0,9.0,Low
38.0,Bachelor's,16.0,Education,Academic Coordinator,Large,Mid,27.0,66.0,21.0,Low,2.0,3.0,16.0,8.0,Low
56.0,Bachelor's,15.0,Finance,Accountant,Small,Entry,80.0,17.0,21.0,High,9.0,18.0,61.0,26.0,High
23.0,Bachelor's,2.0,Telecom,Support Specialist,Medium,Entry,65.0,28.0,45.0,Medium,3.0,12.0,56.0,14.0,High
41.0,Bachelor's,6.0,Finance,Accountant,Small,Entry,87.0,23.0,20.0,High,10.0,19.0,71.0,55.0,High
32.0,Bachelor's,1.0,Finance,Auditor,Medium,Entry,91.0,0.0,41.0,High,9.0,15.0,82.0,21.0,High
49.0,Bachelor's,15.0,Education,Research Assistant,Small,Entry,85.0,9.0,62.0,Medium,5.0,14.0,41.0,11.0,High
32.0,Bachelor's,4.0,Retail,Inventory Analyst,Medium,Entry,36.0,60.0,37.0,Low,0.0,0.0,23.0,9.0,Medium
35.0,Bachelor's,0.0,Logistics,Warehouse Manager,Small,Entry,48.0,68.0,75.0,Low,2.0,4.0,39.0,2.0,High
43.0,Bachelor's,7.0,Telecom,Support Specialist,Small,Senior,77.0,17.0,46.0,Medium,5.0,6.0,36.0,14.0,Medium
22.0,Master's,1.0,Finance,Financial Analyst,Small,Senior,48.0,56.0,30.0,Medium,5.0,7.0,33.0,25.0,Low
47.0,High School,11.0,Manufacturing,Quality Engineer,Medium,Entry,44.0,52.0,39.0,Low,1.0,2.0,37.0,9.0,High
48.0,PhD,12.0,Logistics,Warehouse Manager,Large,Mid,41.0,62.0,94.0,Low,2.0,4.0,29.0,0.0,Low
23.0,Master's,1.0,Finance,Auditor,Small,Mid,33.0,84.0,69.0,Low,2.0,0.0,23.0,4.0,Low
42.0,PhD,12.0,Telecom,Operations Analyst,Large,Entry,88.0,8.0,94.0,High,9.0,27.0,58.0,61.0,High
57.0,Bachelor's,6.0,Logistics,Dispatcher,Medium,Entry,85.0,17.0,23.0,Medium,4.0,12.0,54.0,20.0,High
59.0,Master's,13.0,IT,Data Analyst,Medium,Mid,11.0,88.0,64.0,Low,1.0,3.0,6.0,4.0,Low
31.0,Bachelor's,3.0,Logistics,Dispatcher,Large,Entry,35.0,69.0,63.0,Low,1.0,3.0,24.0,5.0,Medium
42.0,Bachelor's,5.0,Telecom,Support Specialist,Small,Mid,89.0,30.0,44.0,High,8.0,18.0,74.0,28.0,High
53.0,Bachelor's,7.0,Telecom,Operations Analyst,Large,Entry,16.0,83.0,65.0,Low,1.0,4.0,15.0,2.0,Low
30.0,Bachelor's,5.0,Healthcare,Health Analyst,Large,Senior,63.0,29.0,55.0,Medium,4.0,10.0,50.0,19.0,Low
40.0,Bachelor's,8.0,IT,ML Engineer,Medium,Senior,65.0,38.0,64.0,Low,2.0,2.0,44.0,9.0,Low
39.0,Master's,6.0,Education,Research Assistant,Small,Entry,54.0,34.0,81.0,Low,0.0,5.0,50.0,9.0,Medium
44.0,Master's,8.0,Healthcare,Medical Assistant,Medium,Senior,38.0,71.0,35.0,Low,1.0,5.0,21.0,7.0,Low
21.0,Bachelor's,0.0,Telecom,Support Specialist,Large,Entry,64.0,45.0,56.0,Low,2.0,2.0,31.0,4.0,High
41.0,Master's,4.0,Education,Teacher,Large,Senior,26.0,77.0,87.0,Low,0.0,1.0,12.0,9.0,Low
39.0,Bachelor's,1.0,Finance,Financial Analyst,Medium,Senior,15.0,83.0,54.0,Low,2.0,5.0,7.0,9.0,Low
41.0,Bachelor's,15.0,Healthcare,Health Analyst,Small,Senior,71.0,32.0,33.0,Medium,4.0,13.0,53.0,17.0,Medium
26.0,High School,4.0,Retail,Inventory Analyst,Small,Entry,27.0,94.0,29.0,Low,2.0,0.0,19.0,3.0,Medium
31.0,Bachelor's,7.0,Retail,Store Manager,Large,Entry,88.0,9.0,72.0,Medium,5.0,9.0,63.0,17.0,High
24.0,Bachelor's,3.0,Healthcare,Health Analyst,Medium,Mid,31.0,87.0,69.0,Low,1.0,5.0,30.0,6.0,Low
31.0,Bachelor's,7.0,Healthcare,Medical Assistant,Medium,Mid,48.0,57.0,87.0,Low,2.0,1.0,28.0,9.0,Low
48.0,Bachelor's,12.0,Telecom,Support Specialist,Large,Senior,80.0,10.0,45.0,Medium,3.0,10.0,48.0,26.0,Medium
52.0,Bachelor's,4.0,IT,Data Analyst,Medium,Entry,77.0,25.0,76.0,Medium,5.0,6.0,44.0,19.0,High
33.0,Master's,12.0,Manufacturing,Quality Engineer,Large,Senior,82.0,17.0,43.0,Medium,4.0,7.0,55.0,27.0,Medium
37.0,Bachelor's,10.0,Retail,Inventory Analyst,Medium,Senior,67.0,34.0,30.0,Medium,3.0,8.0,38.0,27.0,Medium
31.0,Bachelor's,6.0,Telecom,Network Engineer,Medium,Entry,75.0,33.0,41.0,Medium,3.0,13.0,49.0,10.0,High
34.0,Master's,7.0,Healthcare,Nurse,Large,Mid,30.0,81.0,80.0,Low,1.0,3.0,20.0,9.0,Low
59.0,Master's,2.0,Manufacturing,Production Supervisor,Medium,Mid,15.0,80.0,61.0,Low,2.0,3.0,13.0,9.0,Low
53.0,Bachelor's,6.0,Education,Teacher,Medium,Entry,24.0,78.0,78.0,Low,2.0,5.0,18.0,7.0,Low
58.0,Bachelor's,16.0,Retail,Store Manager,Small,Entry,18.0,70.0,92.0,Low,1.0,0.0,10.0,5.0,Low
60.0,Master's,19.0,Telecom,Support Specialist,Small,Mid,34.0,70.0,73.0,Low,1.0,4.0,16.0,4.0,Low
47.0,Bachelor's,10.0,IT,Data Analyst,Medium,Entry,58.0,34.0,94.0,Medium,2.0,13.0,55.0,21.0,Medium
44.0,Master's,10.0,Logistics,Warehouse Manager,Large,Senior,51.0,59.0,66.0,Medium,4.0,7.0,29.0,16.0,Low
29.0,Bachelor's,2.0,Logistics,Supply Chain Analyst,Medium,Senior,85.0,16.0,70.0,Medium,4.0,8.0,68.0,24.0,High
21.0,Master's,0.0,Retail,Inventory Analyst,Small,Entry,89.0,12.0,43.0,High,10.0,22.0,76.0,50.0,High
37.0,Bachelor's,16.0,Finance,Financial Analyst,Medium,Senior,18.0,72.0,89.0,Low,0.0,5.0,14.0,6.0,Low
38.0,Bachelor's,7.0,Logistics,Dispatcher,Medium,Mid,32.0,63.0,26.0,Low,0.0,2.0,26.0,8.0,Medium
50.0,Bachelor's,11.0,Education,Teacher,Medium,Mid,45.0,53.0,86.0,Low,1.0,0.0,41.0,7.0,Low
54.0,Bachelor's,3.0,Manufacturing,Quality Engineer,Medium,Mid,23.0,62.0,87.0,Low,1.0,3.0,17.0,8.0,Low
47.0,Master's,18.0,Manufacturing,Quality Engineer,Small,Mid,53.0,53.0,87.0,Low,2.0,2.0,42.0,8.0,Medium
56.0,Bachelor's,7.0,Healthcare,Nurse,Medium,Mid,66.0,40.0,87.0,Medium,3.0,10.0,49.0,9.0,Medium
49.0,High School,8.0,Retail,Sales Associate,Medium,Entry,44.0,58.0,86.0,Low,2.0,4.0,41.0,0.0,High
59.0,Bachelor's,9.0,Manufacturing,Quality Engineer,Medium,Entry,50.0,58.0,34.0,Medium,3.0,6.0,22.0,26.0,Medium
40.0,Bachelor's,7.0,Finance,Accountant,Medium,Entry,53.0,45.0,70.0,Medium,3.0,8.0,33.0,5.0,Medium
45.0,Master's,7.0,Healthcare,Health Analyst,Medium,Mid,86.0,18.0,61.0,Medium,2.0,12.0,40.0,5.0,Medium
22.0,Bachelor's,1.0,Retail,Inventory Analyst,Medium,Entry,38.0,48.0,71.0,Low,2.0,1.0,34.0,1.0,High
40.0,Bachelor's,10.0,Logistics,Dispatcher,Small,Entry,24.0,86.0,85.0,Low,2.0,3.0,20.0,6.0,Low
29.0,Bachelor's,8.0,Retail,Sales Associate,Small,Senior,11.0,80.0,79.0,Low,1.0,4.0,6.0,4.0,Low
22.0,High School,1.0,Finance,Auditor,Small,Entry,39.0,44.0,75.0,Low,0.0,1.0,29.0,9.0,High
55.0,Bachelor's,12.0,Telecom,Support Specialist,Large,Mid,53.0,51.0,44.0,Low,2.0,3.0,49.0,3.0,Medium
27.0,Master's,6.0,Manufacturing,Quality Engineer,Large,Entry,44.0,69.0,67.0,Low,1.0,5.0,31.0,3.0,Medium
32.0,Master's,11.0,Logistics,Warehouse Manager,Medium,Mid,57.0,61.0,75.0,Medium,5.0,10.0,43.0,6.0,Medium
26.0,Master's,4.0,Finance,Accountant,Medium,Mid,86.0,3.0,32.0,Medium,2.0,13.0,42.0,28.0,High
51.0,Bachelor's,10.0,Finance,Accountant,Large,Entry,69.0,35.0,82.0,Low,2.0,5.0,65.0,8.0,High
33.0,Bachelor's,11.0,Education,Teacher,Small,Entry,11.0,70.0,90.0,Low,2.0,0.0,8.0,0.0,Low
60.0,Master's,18.0,Retail,Store Manager,Small,Mid,40.0,69.0,87.0,Medium,4.0,9.0,27.0,24.0,Low
25.0,Bachelor's,4.0,Healthcare,Medical Assistant,Large,Entry,52.0,52.0,77.0,Low,0.0,0.0,46.0,5.0,Medium
25.0,Bachelor's,0.0,Education,Teacher,Large,Entry,93.0,13.0,65.0,Medium,4.0,14.0,50.0,20.0,High
56.0,High School,10.0,Manufacturing,Quality Engineer,Small,Senior,60.0,35.0,94.0,Medium,4.0,12.0,40.0,21.0,Medium
21.0,Master's,0.0,Education,Research Assistant,Medium,Entry,17.0,72.0,23.0,Low,0.0,0.0,9.0,1.0,Low
48.0,High School,12.0,Finance,Financial Analyst,Medium,Entry,38.0,69.0,78.0,Low,0.0,3.0,18.0,8.0,Medium
52.0,Bachelor's,13.0,Retail,Inventory Analyst,Medium,Entry,22.0,73.0,86.0,Low,0.0,3.0,12.0,8.0,Low
56.0,Bachelor's,0.0,Education,Research Assistant,Small,Mid,89.0,16.0,32.0,High,10.0,27.0,88.0,44.0,High
27.0,Bachelor's,0.0,Healthcare,Health Analyst,Small,Mid,52.0,67.0,72.0,Low,0.0,1.0,42.0,3.0,Medium
52.0,Master's,7.0,Finance,Financial Analyst,Small,Senior,11.0,100.0,88.0,Low,0.0,5.0,7.0,4.0,Low
45.0,Master's,6.0,Education,Academic Coordinator,Large,Entry,85.0,13.0,74.0,High,8.0,23.0,65.0,23.0,High
33.0,Master's,5.0,IT,ML Engineer,Medium,Mid,91.0,0.0,31.0,High,10.0,16.0,80.0,73.0,High
39.0,Master's,2.0,Manufacturing,Operator,Small,Entry,39.0,53.0,79.0,Low,2.0,5.0,26.0,8.0,Medium
47.0,Master's,5.0,Finance,Accountant,Medium,Entry,11.0,79.0,79.0,Low,1.0,4.0,9.0,8.0,Low
57.0,Bachelor's,10.0,Telecom,Support Specialist,Medium,Entry,48.0,45.0,54.0,Low,0.0,1.0,36.0,9.0,Medium
42.0,Master's,6.0,Education,Research Assistant,Medium,Senior,83.0,12.0,40.0,Medium,4.0,13.0,45.0,13.0,Medium
35.0,Bachelor's,12.0,Finance,Financial Analyst,Medium,Senior,15.0,84.0,21.0,Low,0.0,4.0,14.0,7.0,Low
40.0,Master's,9.0,Logistics,Warehouse Manager,Medium,Entry,88.0,9.0,94.0,Medium,3.0,8.0,41.0,15.0,High
58.0,Master's,0.0,Healthcare,Nurse,Medium,Entry,45.0,61.0,92.0,Low,0.0,5.0,31.0,6.0,Medium
50.0,Bachelor's,6.0,Retail,Store Manager,Large,Entry,69.0,49.0,97.0,Medium,3.0,14.0,64.0,10.0,High
28.0,Bachelor's,5.0,Retail,Sales Associate,Medium,Entry,52.0,42.0,29.0,Low,2.0,5.0,39.0,2.0,High
33.0,Master's,0.0,Finance,Auditor,Small,Entry,71.0,41.0,20.0,Low,2.0,4.0,59.0,7.0,High
55.0,Master's,13.0,IT,ML Engineer,Large,Entry,27.0,60.0,24.0,Low,2.0,2.0,21.0,7.0,Low
48.0,Bachelor's,1.0,IT,Software Engineer,Medium,Mid,69.0,21.0,64.0,Medium,2.0,12.0,64.0,10.0,High
30.0,Master's,8.0,Finance,Financial Analyst,Small,Senior,73.0,16.0,31.0,Medium,4.0,7.0,62.0,11.0,Medium
38.0,PhD,14.0,Telecom,Network Engineer,Medium,Mid,31.0,70.0,93.0,Low,1.0,3.0,29.0,7.0,Low
33.0,Master's,12.0,Manufacturing,Production Supervisor,Medium,Mid,94.0,2.0,62.0,High,5.0,21.0,60.0,58.0,High
29.0,Master's,3.0,Healthcare,Medical Assistant,Small,Mid,59.0,24.0,29.0,Medium,5.0,6.0,32.0,9.0,Medium
32.0,Bachelor's,4.0,Healthcare,Nurse,Medium,Mid,93.0,16.0,90.0,High,5.0,23.0,46.0,25.0,Medium
